season,episode,character,line
1,5,Michael,"Leaving your homes could result in catastrophic damage, to you and to the very fabric of the universe."
1,5,Michael,"Okay, bye."
1,5,Eleanor Shellstrop,Or we could both just stay here.
1,5,Michael,We hope you enjoy your eternal stay in The Good Place.
1,5,Michael,"Take advantage of our day spa, or Janet a magical assistant who can get you whatever you want."
1,5,Chidi Anagonye,You mind turning that off?
1,5,Chidi Anagonye,It's been playing on a loop for two days.
1,5,Eleanor Shellstrop,The whole Neighborhood is offline.
1,5,Eleanor Shellstrop,We only get the welcome channel.
1,5,Eleanor Shellstrop,"I would love to not watch TV, but you canceled school."
1,5,Eleanor Shellstrop,"What have you done to me, you monster?"
1,5,Eleanor Shellstrop,Look at all these dishes piling up.
1,5,Eleanor Shellstrop,"I used to just throw them in the sink, and they'd be magically cleaned by morning."
1,5,Chidi Anagonye,I did that.
1,5,Chidi Anagonye,I cleaned the dishes.
1,5,Eleanor Shellstrop,Oh.
1,5,Eleanor Shellstrop,Then what's up with these bad boys?
1,5,Chidi Anagonye,You are unbelievable.
1,5,Eleanor Shellstrop,Are you still upset?
1,5,Eleanor Shellstrop,You're not over it yet?
1,5,Chidi Anagonye,How can I be over it?
1,5,Chidi Anagonye,We haven't discussed it or even spoken for days.
1,5,Eleanor Shellstrop,"Well, it sounds like you've had a really nice ""vacation"" from your ""full-time job""."
1,5,Eleanor Shellstrop,"Get your story straight, bro!"
1,5,Michael,"Hey, guys, it's Michael."
1,5,Eleanor Shellstrop,"Hi, Michael, what a lovely surprise."
1,5,Michael,"Oh, I'd love to make small talk."
1,5,Michael,"I've been practicing, too."
1,5,Michael,"I'm amazing at it, but I'm in a bit of a rush here."
1,5,Michael,This is Bart and Nina.
1,5,Michael,"They live right next door to the, uh, sinkhole, so they obviously need a place to stay."
1,5,Michael,"I was wondering, as my assistant, maybe you could put them up for a while?"
1,5,Eleanor Shellstrop,"Oh, of course."
1,5,Eleanor Shellstrop,Don't think twice.
1,5,Michael,"Okay, shouldn't take long."
1,5,Michael,"Between an hour and, um, 11 months."
1,5,Michael,Somewhere in there.
1,5,Michael,"Okay, bye."
1,5,Michael,Don't go outside.
1,5,Tahani Al-Jamil,"Hello, everyone, and welcome to day three of our brunch siege."
1,5,Tahani Al-Jamil,I stayed up all night to plan a full day of fun activities.
1,5,Tahani Al-Jamil,Just check the schedule I made.
1,5,Henriette,"Tahani, you are truly the best."
1,5,Tahani Al-Jamil,"Yes, you would think so, wouldn't you, Henriette?"
1,5,Tahani Al-Jamil,Still second to last.
1,5,Manisha Al-Jamil,Tahani!
1,5,Manisha Al-Jamil,This auction threatens to be an embarrassing failure.
1,5,Tahani Al-Jamil,5.2 million isn't bad.
1,5,Waqas Al-Jamil,"It's very ""middle-thermometer""."
1,5,Waqas Al-Jamil,Your public failure is our public failure.
1,5,Manisha Al-Jamil,You know what has to be done.
1,5,Tahani Al-Jamil,I'm very pleased to announce that there has been an addition to today's docket.
1,5,Tahani Al-Jamil,"I'm sure you all know my sister, Kamilah."
1,5,Tahani Al-Jamil,Yes.
1,5,Tahani Al-Jamil,Kamilah.
1,5,Tahani Al-Jamil,"Kamilah, of course, is the youngest person ever to graduate from Oxford University."
1,5,Tahani Al-Jamil,"She's a world-class painter, social activist, iconoclast, Olympic gold medalist for archery, a BAFTA Award-winner for her documentary on her Grammy Award-winning album, and the person voted ""Most Likely to be Banksy""."
1,5,Tahani Al-Jamil,"So without further ado, take it away from me!"
1,5,Tahani Al-Jamil,"Sorry, I mean take it away, Kamilah."
1,5,Kamilah Al-Jamil,I am auctioning off a lunch date with me.
1,5,Kamilah Al-Jamil,"The bidding shall commence at �3,000,000."
1,5,Waqas Al-Jamil,Five million!
1,5,Nina,Thank you guys so much.
1,5,Nina,Sorry for the imposition.
1,5,Eleanor Shellstrop,Oh bah!
1,5,Bart,"Oh, well, if you want to know the truth, we asked Michael if we could stay with you."
1,5,Bart,We are obsessed with your relationship.
1,5,Bart,"Always whispering, locking yourself in the house all day."
1,5,Nina,I thought I was an expert in true love 'cause of my old job.
1,5,Nina,But I have a lot to learn from you guys.
1,5,Eleanor Shellstrop,Your job?
1,5,Eleanor Shellstrop,What was your job?
1,5,Nina,I was a marriage counselor.
1,5,Nina,You could say I wrote the book on healthy relationships.
1,5,Nina,And I did!
1,5,Nina,"It's called, How to Spot Problems in a Marriage From a 100 Miles Away."
1,5,Chidi Anagonye,"Oh, cool."
1,5,Eleanor Shellstrop,"Oh, cool."
1,5,Eleanor Shellstrop,Really cool.
1,5,Chidi Anagonye,Cool.
1,5,Eleanor Shellstrop,"Really, really cool."
1,5,Chidi Anagonye,"Cool, cool."
1,5,Chidi Anagonye,"And what about you, Bart?"
1,5,Bart,"Oh, well, my job wasn't nearly as interesting."
1,5,Bart,I started a company that investigated identity theft.
1,5,Bart,"Analyzing body language, tracking and catching people pretending to be someone they're not."
1,5,Bart,"It's snooze, am I right?"
1,5,Chidi Anagonye,They're gonna catch us!
1,5,Chidi Anagonye,This is an extremely precarious situation!
1,5,Chidi Anagonye,"I am vexed, Eleanor!"
1,5,Eleanor Shellstrop,"A marriage counselor and a human lie detector isn't my first choice for company, either."
1,5,Eleanor Shellstrop,But they have no reason to suspect us!
1,5,Eleanor Shellstrop,"Plus, I think they may have actually just come here to, you know, swing."
1,5,Eleanor Shellstrop,I say we do it.
1,5,Eleanor Shellstrop,It'll get 'em to stop asking questions.
1,5,Chidi Anagonye,"No, I I am not going to have sex with someone to get them to stop talking to me!"
1,5,Eleanor Shellstrop,Really?
1,5,Eleanor Shellstrop,You and I are very different.
1,5,Chidi Anagonye,"Yeah, I noticed!"
1,5,Eleanor Shellstrop,"You know what, man?"
1,5,Eleanor Shellstrop,"I have spent every second in this place worried I was gonna get caught, but if we go down right now, that's on you, okay?"
1,5,Eleanor Shellstrop,"Oh, you spend all your time teaching a charming, awesome lady?"
1,5,Eleanor Shellstrop,How sad for you.
1,5,Eleanor Shellstrop,"Face it, dude."
1,5,Eleanor Shellstrop,I'm the best thing that ever happened to you.
1,5,Eleanor Shellstrop,"Because guess what, Chidi?"
1,5,Eleanor Shellstrop,Ya basic!
1,5,Chidi Anagonye,Eleanor
1,5,Eleanor Shellstrop,"Yeah, I know, you want to do that thing where we're arguing and fighting, but then suddenly it's like, ""Whoa! This is hot,"" and we start making out."
1,5,Eleanor Shellstrop,Dream on!
1,5,Eleanor Shellstrop,"Or, whatever, fine, let's just do it."
1,5,Chidi Anagonye,"No, Eleanor, look."
1,5,Eleanor Shellstrop,So how much of that did you hear?
1,5,Bart,"We couldn't hear you, but I'm an expert in non-verbal communication, and it is clear you are in conflict."
1,5,Nina,We're not judging you.
1,5,Nina,This has been a tough couple of weeks.
1,5,Nina,I'm sure the stress of the sinkhole has caused lots of soul mate squabbles.
1,5,Eleanor Shellstrop,"Yes, that's what it is."
1,5,Eleanor Shellstrop,A squabble.
1,5,Eleanor Shellstrop,We're squabbling.
1,5,Chidi Anagonye,"Squabble, squabble!"
1,5,Nina,I can help.
1,5,Nina,I'm gonna take your relationship and put it under a microscope and dig and poke and prod until you are back to soul mate harmony.
1,5,Nina,"Eleanor, why don't you --"
1,5,Chidi Anagonye,She never does the dishes.
1,5,Chidi Anagonye,I have to do them all the time.
1,5,Eleanor Shellstrop,We just have different interests.
1,5,Nina,Mmm-hmm.
1,5,Eleanor Shellstrop,"I like relaxing, he likes getting on my case about the dishes."
1,5,Bart,I'm getting a lot of repressed anger.
1,5,Bart,"I suspected this when I arrived, but now I'm sure."
1,5,Bart,You are hiding something.
1,5,Eleanor Shellstrop,What on Earth would I be --
1,5,Bart,"No, no, no, not you."
1,5,Bart,Him.
1,5,Michael,Please go back inside.
1,5,Michael,It isn't safe to be out of your home.
1,5,Michael,Please go back inside.
1,5,Michael,"Janet, could you see what's wrong?"
1,5,Janet,Everything.
1,5,Michael,Oh
1,5,Tahani Al-Jamil,My goodness!
1,5,Tahani Al-Jamil,It's even worse than I thought.
1,5,Michael,"Tahani, what're you doing here?"
1,5,Tahani Al-Jamil,"Well, everyone else might be okay staying inside, but I wanted to help."
1,5,Tahani Al-Jamil,So I've brought some cheer and sustenance to raise your spirits.
1,5,Tahani Al-Jamil,"Look, I made donut holes."
1,5,Tahani Al-Jamil,Do you get it?
1,5,Tahani Al-Jamil,"""Donut holes""?"
1,5,Tahani Al-Jamil,Sinkhole.
1,5,Tahani Al-Jamil,"Funny, no?"
1,5,Janet,"No, too soon."
1,5,Janet,By exactly nine days.
1,5,Michael,"Tahani, this sinkhole is incredibly dangerous."
1,5,Michael,"If a human gets too close to it, there could be disastrous side effects."
1,5,Tahani Al-Jamil,What's what's happening to me?
1,5,Michael,"Oh, that's one of the side effects."
1,5,Michael,"Janet, knock her out while we still have time."
1,5,Tahani Al-Jamil,Knock me out?
1,5,Tahani Al-Jamil,What does that --
1,5,Janet,Boop!
1,5,Chidi Anagonye,"Guys, really, it's no big deal."
1,5,Nina,"""It's not a big deal"" is nearly always code for ""something is wrong""."
1,5,Eleanor Shellstrop,Boom!
1,5,Eleanor Shellstrop,That's what I said.
1,5,Eleanor Shellstrop,I should've been a marriage counselor.
1,5,Bart,"Okay, Chidi, out with it."
1,5,Bart,What is so unsatisfying about your soul mate relationship?
1,5,Eleanor Shellstrop,"Be honest, Chidi."
1,5,Eleanor Shellstrop,"Be, like, the exact right amount of honest so that we can both be happy."
1,5,Chidi Anagonye,I never had a soul mate on Earth.
1,5,Chidi Anagonye,I never even really had a girlfriend that I loved.
1,5,Chidi Anagonye,"And when I got here, and Michael said I would finally meet my actual soul mate, I was so excited."
1,5,Chidi Anagonye,And it isn't exactly what I thought.
1,5,Nina,You've never had an intense relationship before.
1,5,Nina,This is all uncharted territory.
1,5,Bart,No wonder you're so tense.
1,5,Bart,"You know, Nina and I are skilled in the art of massage."
1,5,Bart,"Uh, not erotic massage."
1,5,Nina,Mmm.
1,5,Bart,"Although, it can be, and it often leads there, anyway"
1,5,Eleanor Shellstrop,"Okay, well, you know what?"
1,5,Eleanor Shellstrop,You guys have given us so much to think about.
1,5,Eleanor Shellstrop,And I think we should go to bed.
1,5,Eleanor Shellstrop,"Just the two of us, alone."
1,5,Eleanor Shellstrop,Just us.
1,5,Eleanor Shellstrop,"I know it's not the right time, but I told you."
1,5,Michael,"Tahani, wake up, dear."
1,5,Tahani Al-Jamil,Michael.
1,5,Tahani Al-Jamil,Did it work?
1,5,Tahani Al-Jamil,Did I fix the sinkhole?
1,5,Tahani Al-Jamil,Am I a heroine?
1,5,Michael,"No, you did something catastrophically stupid and we had to knock you unconscious."
1,5,Michael,Why in the world did you go outside?
1,5,Tahani Al-Jamil,Because I saw the rankings in the manual.
1,5,Michael,That manual is only meant to be seen by Architects and Janets.
1,5,Michael,It's got some very sensitive material.
1,5,Michael,"Plus some song lyrics I've been working on, and I'd rather not let people see those until they're finished."
1,5,Michael,"But, anyway, why did seeing the rankings unravel you so?"
1,5,Eunice,I was so sorry to hear of your parents' passing.
1,5,Eunice,Please bear with me as I share their last will and testament.
1,5,Eunice,"""To Kamilah, we have left �68,000,000, the home in Kensington, the yacht, and other assorted weekend boats."""
1,5,Eunice,"Well, what did they leave their second favorite child?"
1,5,Eunice,"There's still quite a lot of, uh, money and property that goes to you."
1,5,Eunice,"There is one issue, however."
1,5,Eunice,"They have, um, spelled your name incorrectly in the will."
1,5,Tahani Al-Jamil,You've got to be kidding me.
1,5,Eunice,"It says, ""We bequeath the rest of our estate to Tahini."""
1,5,Eunice,Like the sauce.
1,5,Tahani Al-Jamil,You know what?
1,5,Tahani Al-Jamil,I don't want the money.
1,5,Tahani Al-Jamil,My sister can have it all.
1,5,Tahani Al-Jamil,"My whole life, I have lived in your shadow, but now I'm going to step out of it."
1,5,Tahani Al-Jamil,I am going to reach heights of success and sophistication that you can only dream of.
1,5,Kamilah Al-Jamil,Your cardigan's on inside out.
1,5,Tahani Al-Jamil,I know!
1,5,Tahani Al-Jamil,It's a new trend that I am starting.
1,5,Tahani Al-Jamil,Just one example of how I'm going to step out of your shadow.
1,5,Tahani Al-Jamil,"Oh, I'm sorry that I looked at the rankings, Michael."
1,5,Tahani Al-Jamil,But I just don't understand how I'm so low.
1,5,Tahani Al-Jamil,"My entire life, I have tried to be extraordinary, but it just never seemed to be enough."
1,5,Michael,Ah and you thought you could increase your ranking by helping us fix the sinkhole.
1,5,Michael,"Tahani, the point evaluations stop the moment you die."
1,5,Michael,"But also, out of literally billions, you were one of the most remarkable people on Earth."
1,5,Michael,"You have nothing left to prove, to anyone."
1,5,Janet,"Hi, there."
1,5,Janet,The sinkhole has begun to repair itself.
1,5,Michael,It has?
1,5,Tahani Al-Jamil,Could it be did I?
1,5,Michael,But how
1,5,Tahani Al-Jamil,"""Tahani saves the --"""
1,5,Michael,"No, no, no."
1,5,Michael,Still not you.
1,5,Michael,You have nothing to do with it.
1,5,Michael,We've got to leave immediately.
1,5,Michael,It's now safe to go outside.
1,5,Michael,It's now safe to go outside.
1,5,Michael,It's now safe to go outside.
1,5,Eleanor Shellstrop,"Morning, teach!"
1,5,Chidi Anagonye,Mornin'.
1,5,Chidi Anagonye,What's this about?
1,5,Eleanor Shellstrop,"Well, here's what I realized."
1,5,Eleanor Shellstrop,It's not just that helping me is a full-time job that you feel you have to do.
1,5,Eleanor Shellstrop,"The real problem is, that the more you help me, the greater the chance is that I can stay here, and me staying here means you'll never get a real soul mate."
1,5,Eleanor Shellstrop,I'm basically a Utilitarian nightmare.
1,5,Eleanor Shellstrop,Every ounce of my happiness leads to a ton of pain for you.
1,5,Eleanor Shellstrop,"So every time the simple fact of my existence starts to bum you out, I want you to hold this up."
1,5,Eleanor Shellstrop,"At which point, I will leave you alone for as long as you need."
1,5,Eleanor Shellstrop,"I know we'll never be soul mates, but we're friends."
1,5,Eleanor Shellstrop,Now get in this boat and read some boring French poetry.
1,5,Chidi Anagonye,I've never actually done this before.
1,5,Chidi Anagonye,This is a theoretical fantasy.
1,5,Chidi Anagonye,How do you row a boat?
1,5,Michael,"I'll tell ya, it's good as new."
1,5,Michael,"Go ahead, if you want, just here."
1,5,Michael,See?
1,5,Michael,You can jump up and down on it.
1,5,Eleanor Shellstrop,"Hey, boss."
1,5,Eleanor Shellstrop,So you fixed the sinkhole.
1,5,Michael,"Yup, good as new."
1,5,Michael,Crisis averted.
1,5,Michael,"Everybody have a wonderful day, because I fixed the sinkhole."
1,5,Michael,I didn't fix the sinkhole.
1,5,Eleanor Shellstrop,Sorry?
1,5,Michael,"I tried and I tried, but nothing worked."
1,5,Michael,"And then all of a sudden this morning, out of the blue, it just it just closed over."
1,5,Eleanor Shellstrop,Huh how 'bout that?
1,5,Eleanor Shellstrop,"Well, as your assistant, I officially declare this good news."
1,5,Michael,"No, this is terrible news!"
1,5,Michael,"I have no idea what caused it, Eleanor."
1,5,Michael,And no idea what fixed it.
1,5,Michael,I want you to come to my office first thing in the morning.
1,5,Michael,You and I are gonna find this problem.
1,6,Chidi Anagonye,What are you doing?
1,6,Eleanor Shellstrop,"Dude, I'm freaked out about my meeting with Michael, and if I spend one more second staring at Creepo the Clown, I'm gonna lose it."
1,6,Chidi Anagonye,You named the clowns?
1,6,Eleanor Shellstrop,"Psycho, Creepo, Crazy Head, Stupid Juggling Weirdo, Freaky Feet and Nightmare George Washington."
1,6,Eleanor Shellstrop,One of them has to go.
1,6,Chidi Anagonye,"Oh, sexy mailman."
1,6,Chidi Anagonye,Much better.
1,6,Eleanor Shellstrop,"In five minutes, Michael wants my help investigating what's making the neighborhood go nuts, which is obviously me."
1,6,Eleanor Shellstrop,"I mean, I did promise I would help."
1,6,Eleanor Shellstrop,What do I do here?
1,6,Chidi Anagonye,"Actually, the answer is"
1,6,Eleanor Shellstrop,"Right here, in this easily understandable comic strip."
1,6,Chidi Anagonye,"Nope, in this book about the theory of contractualism."
1,6,Eleanor Shellstrop,What We Owe to Each Other.
1,6,Eleanor Shellstrop,I saw this movie.
1,6,Eleanor Shellstrop,Laura Linney cries in a lake house because Jude Law left her for his ex-wife's ghost.
1,6,Chidi Anagonye,No.
1,6,Chidi Anagonye,Quick summary of contractualism.
1,6,Chidi Anagonye,"Uh, imagine a group of reasonable people are coming up with the rules for a new society."
1,6,Eleanor Shellstrop,"Like, ""If your Uber driver talks to you, the ride should be free""?"
1,6,Chidi Anagonye,"Sure, but anyone can veto any rule that they think is unfair."
1,6,Chidi Anagonye,"So, if you said, ""We should be able to break our promises without any repercussions"", someone would veto that rule."
1,6,Eleanor Shellstrop,"Well, my first rule would be that no one can veto my rules."
1,6,Chidi Anagonye,"Well, that's called ""tyranny""."
1,6,Chidi Anagonye,And it's generally frowned upon.
1,6,Chidi Anagonye,"If you make a promise to someone, you should do it."
1,6,Chidi Anagonye,"Just like I promised to help you and still am, despite your constant mockery."
1,6,Eleanor Shellstrop,"""Despite your constant mockery."""
1,6,Eleanor Shellstrop,"Whatever, you love it."
1,6,Eleanor Shellstrop,"So, either I help him find the problem, which is me, and I'm doomed or I don't help him, and then I'm behaving unethically and the whole world goes crazy and I'm caught anyway."
1,6,Eleanor Shellstrop,I need to figure out a way to both help him and not help him at the same time.
1,6,Chidi Anagonye,That's literally not possible.
1,6,Eleanor Shellstrop,"Oh, really?"
1,6,Eleanor Shellstrop,"I once posed as a hot prom date for my cousin, both helping him and later, according to his therapist, not helping him."
1,6,Michael,"Oh, hey, Eleanor."
1,6,Michael,Thanks for coming in.
1,6,Michael,Sorry about the mess.
1,6,Michael,"Oh, I forgot, you don't see in nine dimensions."
1,6,Michael,There's just a lot of there's a lot of tension in the air right now.
1,6,Eleanor Shellstrop,"Are you okay, buddy?"
1,6,Eleanor Shellstrop,You seem kind of stressed.
1,6,Michael,"No, no, no, I'm fine."
1,6,Michael,"Top of my game, actually."
1,6,Michael,"Um, here, let me just have a seat."
1,6,Michael,There you go.
1,6,Michael,"So, to prepare to meet all of you, I studied the human concept of friends."
1,6,Michael,I even watched all ten seasons of the show Friends.
1,6,Michael,"Boy, those Friends really were friends, weren't they?"
1,6,Michael,"Although, and I realize this is the kind of observation that would only occur to the mind of an eternal being how did they afford that apartment?"
1,6,Michael,A waitress and a chef with those Manhattan real estate prices.
1,6,Eleanor Shellstrop,"Yeah, we were all confused about that too."
1,6,Michael,"Anyway, it's been a tough couple of days."
1,6,Michael,"Right now, I could really use a friend by my side."
1,6,Eleanor Shellstrop,"Well, you know me, the person who has audibly promised to help you."
1,6,Eleanor Shellstrop,"So, you need me to house-sit the whole week?"
1,6,Eleanor Shellstrop,Sounds like somebody's gonna have a sweet vacay.
1,6,Paula Ouncerock,"As I told you before, my mom is very sick."
1,6,Paula Ouncerock,I'm gonna help her move into assisted living.
1,6,Eleanor Shellstrop,"Well, I'm here for you."
1,6,Eleanor Shellstrop,"And your Wi-Fi is way better than my neighbor's, so I'm in."
1,6,Paula Ouncerock,It's gonna mean taking care of Lester too.
1,6,Paula Ouncerock,"Walk and feed him twice a day, give him his kidney medicine."
1,6,Eleanor Shellstrop,"Yup, got it."
1,6,Eleanor Shellstrop,Feed his kidneys.
1,6,Paula Ouncerock,Eleanor
1,6,Eleanor Shellstrop,Yeah?
1,6,Paula Ouncerock,This is gonna be a very stressful week for me.
1,6,Paula Ouncerock,I need to know that I can count on you.
1,6,Eleanor Shellstrop,I won't let you down.
1,6,Eleanor Shellstrop,I promise.
1,6,Tahani Al-Jamil,"Jianyu, my love."
1,6,Tahani Al-Jamil,How are you?
1,6,Jason Mendoza,I am decidedly so.
1,6,Tahani Al-Jamil,That's very profound.
1,6,Tahani Al-Jamil,"Um, soulmate."
1,6,Tahani Al-Jamil,An idea.
1,6,Tahani Al-Jamil,"Our neighborhood now features a spa, and it offers couples packages."
1,6,Tahani Al-Jamil,"And I thought maybe we could get facials, and do yoga, and talk in long, discursive sentences."
1,6,Tahani Al-Jamil,What do you say?
1,6,Jason Mendoza,Signs point to yes.
1,6,Tahani Al-Jamil,Oh.
1,6,Tahani Al-Jamil,Marvelous!
1,6,Tahani Al-Jamil,We'll go today.
1,6,Jason Mendoza,"Dude, you got to come with us to the spa."
1,6,Chidi Anagonye,No way.
1,6,Chidi Anagonye,"No, that's really weird."
1,6,Chidi Anagonye,You can't make small talk with her for one day without being caught?
1,6,Jason Mendoza,"No, I can't."
1,6,Jason Mendoza,She freaks me out.
1,6,Jason Mendoza,"She's so pretty, like Nala from The Lion King."
1,6,Jason Mendoza,"And she talks so smart, like Nala from The Lion King."
1,6,Jason Mendoza,You gotta help me.
1,6,Chidi Anagonye,"Well, if I feel sympathy for anyone, it's Tahani."
1,6,Chidi Anagonye,"She's going through the same thing I am, but she doesn't know it."
1,6,Chidi Anagonye,Which means maybe I'm obligated to tell her.
1,6,Chidi Anagonye,"Although, maybe it's better not to know."
1,6,Chidi Anagonye,"Is ignorance bliss, or will the painful truth actually be healing"
1,6,Tahani Al-Jamil,"You ready, Jianyu?"
1,6,Tahani Al-Jamil,"Oh, I cannot wait to just relax, and talk, and chat and just, you know get to know each other."
1,6,Chidi Anagonye,Hey!
1,6,Chidi Anagonye,Maybe I'll come too.
1,6,Tahani Al-Jamil,"Oh, well, Chidi it's just that this is, um this is really more of a couples thing."
1,6,Chidi Anagonye,I know.
1,6,Chidi Anagonye,"But Eleanor's off with Michael, and Jianyu feels comfortable when I'm around."
1,6,Chidi Anagonye,Right?
1,6,Jason Mendoza,Made in Taiwan.
1,6,Chidi Anagonye,"Yes, you were."
1,6,Chidi Anagonye,You were made in Taiwan.
1,6,Chidi Anagonye,So couples date!
1,6,Chidi Anagonye,Let's go!
1,6,Eleanor Shellstrop,I never really looked around your office the first day.
1,6,Eleanor Shellstrop,What is all this junk?
1,6,Michael,"Well, technically, architects aren't allowed to own any human objects, but oh, I just love them so much."
1,6,Michael,"And over here, look at this."
1,6,Michael,Aren't paper clips the most amazing things in the world?
1,6,Eleanor Shellstrop,Yeah.
1,6,Eleanor Shellstrop,Sure.
1,6,Michael,"Anyway, my current theory is that some object in the neighborhood is a design flaw which is causing everything to go haywire."
1,6,Michael,So we need to find that object.
1,6,Michael,We're gonna start with the rocks.
1,6,Michael,"Now, I've investigated all of the rocks in the neighborhood."
1,6,Michael,These 78 are the most suspicious.
1,6,Eleanor Shellstrop,"I mean, maybe to an architect they might look suspicious, but to me, they just look like rocks, so I'm not sure how I can help."
1,6,Michael,Do any of them look defective?
1,6,Michael,Sinister?
1,6,Michael,"You know, like they're taunting you?"
1,6,Michael,Always one step ahead?
1,6,Michael,"You devious little monsters, you."
1,6,Eleanor Shellstrop,"Okay, let's take a deep breath here, buddy."
1,6,Eleanor Shellstrop,You need to chill a little.
1,6,Eleanor Shellstrop,"Cause you have a very psycho, ""burnout guy muttering to himself at a library computer"" type vibe."
1,6,Michael,It's my responsibility to solve the problem.
1,6,Michael,What else can I do except keep working?
1,6,Eleanor Shellstrop,You could stop working.
1,6,Eleanor Shellstrop,"Look, I promised to help you, and honestly, the way I can help you is to force you to take a break."
1,6,Michael,And not working will help me work?
1,6,Eleanor Shellstrop,Yes!
1,6,Eleanor Shellstrop,Recharge the old batteries.
1,6,Eleanor Shellstrop,I promise this is gonna help both of us.
1,6,Eleanor Shellstrop,Let's go.
1,6,Michael,Okay.
1,6,Michael,Let's keep our eyes peeled for twigs that may have a nefarious agenda.
1,6,Eleanor Shellstrop,"Okay, crazy, come on."
1,6,Michael,Yeah.
1,6,Tahani Al-Jamil,"Hello, Janet."
1,6,Tahani Al-Jamil,"Jianyu and I are here for the couples package, please."
1,6,Chidi Anagonye,"And, also, I will be joining them."
1,6,Janet,"Great, and who is the other half of your couple?"
1,6,Chidi Anagonye,"Oh, no, no, it's just me."
1,6,Janet,Couples are pairs of people.
1,6,Chidi Anagonye,"Yup, and, uh, there is a pair of people, Tahani and Jianyu."
1,6,Chidi Anagonye,And then also I am here.
1,6,Janet,"Great, and who will be joining you?"
1,6,Chidi Anagonye,No one.
1,6,Chidi Anagonye,"Um, it's really quite simple, Janet."
1,6,Chidi Anagonye,"They are a couple, and I am a third part of that couple, a helper part who is here for fun and excitement."
1,6,Chidi Anagonye,It's a three-person couple.
1,6,Janet,Does not compute.
1,6,Janet,Does not compute.
1,6,Janet,I'm just kidding.
1,6,Janet,"I mean, it doesn't compute, but I'm not gonna explode or anything."
1,6,Tahani Al-Jamil,Right.
1,6,Tahani Al-Jamil,"Well, I'll see you inside, darling."
1,6,Chidi Anagonye,"Okay, you have to step up."
1,6,Chidi Anagonye,"Find a way to connect with her without, you know, being you."
1,6,Jason Mendoza,What does that even mean?
1,6,Jason Mendoza,Do I talk or not talk?
1,6,Jason Mendoza,"Do I be nice to Tahani, or do I throw all her jewelry in the toilet?"
1,6,Chidi Anagonye,That's the opposite of being nice?
1,6,Jason Mendoza,So no toilet?
1,6,Eleanor Shellstrop,What is it with you and frozen yogurt?
1,6,Eleanor Shellstrop,Have you not heard of ice cream?
1,6,Michael,"Oh, sure, but I've come to really like frozen yogurt."
1,6,Michael,There's something so human about taking something great and ruining it a little so you can have more of it.
1,6,Eleanor Shellstrop,Ha!
1,6,Eleanor Shellstrop,That is very human.
1,6,Eleanor Shellstrop,Why do you need a human to be your assistant?
1,6,Eleanor Shellstrop,"I mean, aren't there more of whatever you are?"
1,6,Michael,"Well, since we're becoming friends, like Ross and Phoebe"
1,6,Eleanor Shellstrop,"Weird combo to pick, but okay."
1,6,Michael,I'm gonna tell you a secret.
1,6,Michael,"Usually, architects don't live in their neighborhoods."
1,6,Michael,"Usually, the people show up, we play the movie, Janet is there to answer questions, and you're on your own."
1,6,Michael,But I had this theory.
1,6,Michael,"I thought transition would be easier if the architect were on-site for at least the first 1,000 years or so."
1,6,Eleanor Shellstrop,"That's why you've been so freaked out, 'cause your butt is on the line."
1,6,Michael,My boss thought I was nuts.
1,6,Michael,"And if this neighborhood doesn't work, I am in big trouble."
1,6,Michael,"But more importantly, I promised all of you that you would be safe and happy."
1,6,Michael,And you just don't break a promise.
1,6,Michael,"Unlike Ross, when he promised Emily not to talk to Rachel."
1,6,Eleanor Shellstrop,"Wow, you are really into that show."
1,6,Michael,You know something?
1,6,Michael,I feel better already.
1,6,Michael,Should we get back to work?
1,6,Eleanor Shellstrop,The whole point is to stop thinking about work and start having fun.
1,6,Eleanor Shellstrop,"Now, what should we do first?"
1,6,Michael,This is so interesting!
1,6,Michael,"I mean, there's no point to it."
1,6,Michael,The images on the screen relate to nothing.
1,6,Michael,"Some time passed, and then it was over."
1,6,Eleanor Shellstrop,That's karaoke!
1,6,Michael,"Oh, let's do it again."
1,6,Janet,"Okay, my hands are heated to the ideal 105 degrees."
1,6,Janet,Who would like to go first?
1,6,Tahani Al-Jamil,"Oh, well, what if I go first, and then perhaps Jianyu could stand near me and share some intimate aspects of his life?"
1,6,Chidi Anagonye,"Or what if while Janet massages Tahani, I massage Jianyu?"
1,6,Tahani Al-Jamil,"Jianyu, darling, let's discuss the arts."
1,6,Tahani Al-Jamil,I adore the impressionists.
1,6,Tahani Al-Jamil,Who's your favorite artist?
1,6,Jason Mendoza,"I mean, Pitbull changed the game --"
1,6,Chidi Anagonye,"Sorry, just working the oft-neglected mandible area."
1,6,Michael,"Oh, man!"
1,6,Michael,I didn't even want that thing.
1,6,Michael,Why am I trying to win it?
1,6,Eleanor Shellstrop,Because the machine says it's a prize.
1,6,Michael,How many tickets do I get?
1,6,Michael,Six?
1,6,Michael,Is that all?
1,6,Eleanor Shellstrop,"Well, watch this."
1,6,Michael,Is that allowed?
1,6,Eleanor Shellstrop,Not really.
1,6,Eleanor Shellstrop,But it is a time-honored tradition.
1,6,Michael,Say no more.
1,6,Michael,I got it.
1,6,Michael,I got it.
1,6,Michael,You know something?
1,6,Michael,"As much as I've always wanted to be around humans, I think I've missed a big part of what makes them wonderful."
